"","blurb","state"
"6318","WWI's little-known story of German occupation, Belgian resistance, and the band of Yanks who helped save millions from starvation.","failed"
"6319","A collectible memoir with photographs chronicling the life and career of Marcus Leatherdale, and a notorious NYC era '79-'05.","failed"
"6320","Persian Fire and Steel: Historical Firearms of Iran is a study of the history of the creation and use of guns and artillery in Persia.","failed"
"6321","HARP intends to produce an eBook and report on the findings of excavation of the 18th century settlement, Kildavie, on the isle of Mull","failed"
"6322","Return to Route 40 is a photography book using then-and-now photography to document 50 years of change along the highway U.S. Route 40.","failed"
"6323","Help me fund the book and share the memory of a legendary Swedish reporter - Tony Kaplan!","failed"
"6324","For fans of my Instagram feed, @penguinbookaday, here's a look at some classic vintage paperbacks from the UK and USA!","failed"
"6325","Identify and conquer your inner Christmas villain with this short book based on classic holiday villain archetypes.","failed"
"6326","An extraordinary collection of criminal mug shots and the stories behind them from one small American town 1930-1960","failed"
"6327","Provides support for everyday people learning to eat whole, nutrient dense foods by incorporating Clean Eating and Paleo Lifestyles.","failed"
"6328","A never-before-told TRUE story of gold bullion deals, murder, stolen treasure and a ruthless dictator...","failed"
"6329","An illustrated & interactive trail book mapping out the very best of the British Indie Coffee Houses and the British coffee culture.","failed"
"6330","Help us live our American Dream: to travel across the country finding the best vintage junk & to document every kitschy moment!","failed"
"6331","An extraordinary photographic story of Detroit. From pioneers of House & Techno music to abandoned urban landscapes.","failed"
"6332","Be part of history and get your name in the New Tacoma Narrows Bridge Photo Book. You can also receive a signed copy of the book.","failed"
"6333","The ONLY Astrophotography Handbook you will ever need. Tutorials on all aspects of astrophotography from the Sun to the Galaxies.","failed"
"6334","A journey across election-year America in search of meaning, God, and common ground.","failed"
"6335","Experience the mystical powers of the Hebrew letters and receive practical guidance in this book of divination and ancient wisdom.","failed"
"6336","The return of the groundbreaking book, with more details on ABBA’s recording secrets, alternate takes and unreleased mixes.","failed"
"6337","Travel guide for those uneasy w/ crowds, lines, people in general. Focus on food, value & getting the same experience as everyone else.","failed"
"6338","Have created a new GB Stamp Album that has more features, descriptions and content than any other on the market, 18 chapters 600 pages.","failed"
"6339","New Civics Book. Children & Adults. U.S. History, Facts, Constitution, Civics Test, Sketches, Historic Sites, Nonpartisan. Be informed!","failed"
"6340","23 Middle school kids went without life jackets on the Morro Bay, CA harbor Whale watching then got smashed by 3 - 40' to 60' waves.","failed"
"6341","A book bridging animosity between the West and The Middle East through one couple's experience of living and working in Saudi Arabia.","failed"
"6342","Two Books About An Epic Mission Across 70 Countries to Bring Back the Craft of Cooking with Fire.","failed"
"6343","To hire a professional editor for a Jack the Ripper suspect book with new evidence that made news headlines around the world.","failed"
"6344","Alzheimer's Disease is not silent. It speaks a different language. It's time we all learn to speak the language of dementia.","failed"
"6345","These are a life time collection of crazy stories of adventures with friends and loads of gallows humor. Really...how bad can it get?","failed"
"6346","The remarkable memoir of the first, and only, full-season deaf player in the modern history of Major League Baseball.","failed"
"6347","Wish to publish short stories to bring awareness to homeless Veterans with pets in need of immediate medical care.","failed"
"6348","H-TEN would like to write the most exhaustive history book about the Hanshin Tigers and its import players in English!","failed"
"6349","Newton changed the physical sciences. Darwin changed the natural sciences. I'm going to change the social sciences and I need your help","failed"
"6350","A TRUE inspirational, yet disturbing story about one paranormal researchers journey which led to a unexpected ""kidnapping"".","failed"
"6351","Finally, a self-help book for people who don't take themselves too seriously!","failed"
"6352","I wrote an eBook to help people worried about job loss take action to find better opportunities - and I need your help to publish it!","failed"
"6353","Exploring how diversity can effect social and economic equity in southern Africa, and change the negative perception of the region.","failed"
"6354","I am writing a book on God's word and the way satans deceives humanity with it.","failed"
"6355","I wrote a book about the reality of God in laymen's terms. Publishing costs are higher than I can afford. Please help cover costs.","failed"
"6356","Help us map Crete's official trail around its ancient olive groves - and declare them 'protected national monuments'","failed"
"6357","We Love You is a creative healing set of books, supporting family, parents and #children before, during and after #divorce.","failed"
"6358","The middle of the 14th Century hosted a remarkable battle. Anglo & French knights numbering 30 each, faced off in untold chivalry.","failed"
